ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
26019,,,,,56.0,49.0,,4.0,100.0,,57.44,,Finance,44133.0,Medium
26021,24.0,PhD,4.5,Software Engineer,72.0,54.0,70.0,4.0,169.0,0.37,33.37,Student,Manufacturing,69571.0,High
26022,,,,Cybersecurity Analyst,60.0,,63.0,,,46.21,53.42,,Education,38956.0,Medium
26023,36.0,High School,0.7,Business Analyst,89.0,72.0,98.0,7.0,398.5,23.89,32.65,Student,Healthcare,,Medium
26024,36.5,Master,20.6,Data Analyst,59.0,,40.0,7.0,179.0,,35.85,Employed,Manufacturing,107894.0,High
26025,58.0,,3.2,Data Analyst,42.0,60.0,89.0,3.0,336.5,3.74,95.21,Employed,Manufacturing,50499.0,Low
26026,,,34.2,,,48.0,89.0,4.5,24.5,19.09,9.3,Student,Finance,32181.0,Low
26028,19.0,High School,7.7,System Admin,,49.0,52.0,,61.0,31.23,,Unemployed,Education,83676.0,Low
26029,,Master,,System Admin,,41.0,77.0,,344.0,95.46,22.55,,,51677.0,Low
26030,59.0,Diploma,,,85.0,95.0,,2.0,499.0,71.67,3.44,Unemployed,Education,42412.0,Low
26031,59.0,Diploma,,Cybersecurity Analyst,,51.0,91.0,0.0,,79.66,94.9,Employed,Retail,,Medium
26032,30.5,Master,0.8,Cloud Engineer,,,96.0,3.0,60.0,19.47,35.26,Student,Healthcare,120680.0,Medium
26033,27.0,Diploma,0.2,Business Analyst,44.0,86.0,55.0,5.0,,30.2,26.62,Employed,Manufacturing,,Medium
26034,45.0,PhD,,Business Analyst,71.0,70.0,69.5,3.0,248.0,90.23,2.77,,Finance,28392.0,High
26036,31.0,Diploma,,Data Analyst,83.5,40.0,47.0,2.0,384.0,,81.8,Unemployed,Retail,,High
26037,30.0,High School,0.6,System Admin,,46.0,90.0,,495.0,,79.71,Unemployed,Healthcare,,High
26038,22.0,Diploma,4.4,Business Analyst,57.0,57.0,,2.0,420.0,5.82,71.59,Employed,Manufacturing,24102.0,Low
26039,59.0,PhD,6.0,Software Engineer,65.0,53.0,96.0,4.0,,,34.03,Unemployed,,56160.0,High
26040,,PhD,2.9,,66.0,75.0,81.0,2.0,77.0,5.2,72.22,,Education,132457.0,Medium
26041,,PhD,15.8,Business Analyst,48.0,,80.5,5.0,213.0,,,Employed,Retail,100777.0,Low
26042,,Diploma,1.6,Cybersecurity Analyst,65.0,47.0,51.0,2.0,77.0,54.86,30.53,Unemployed,Healthcare,,Medium
26043,28.0,,24.2,ML Engineer,83.0,96.5,91.0,5.0,2.0,55.12,89.07,Employed,Retail,74606.0,Medium
26047,48.5,Bachelor,23.1,Business Analyst,69.0,88.0,71.0,4.0,378.0,9.49,,Unemployed,Education,81720.0,Low
26048,42.0,Master,7.0,Cloud Engineer,,76.0,56.0,5.0,317.0,,24.95,,Education,109700.0,Low
26049,23.0,,4.5,,77.0,75.0,,,474.0,,0.48,Student,Finance,56967.0,High
26050,28.0,Master,0.0,ML Engineer,97.0,85.0,49.0,7.0,395.0,22.88,11.01,Employed,IT,117899.0,Low
26051,36.5,,0.0,Cloud Engineer,93.0,67.0,97.0,4.0,350.0,35.43,13.53,Unemployed,IT,125464.0,Medium
26053,33.0,,2.6,Software Engineer,88.0,73.0,88.0,7.5,104.0,34.97,,Employed,Education,66414.0,Low
26056,36.0,Diploma,7.0,Software Engineer,50.0,99.0,94.0,7.0,274.0,66.73,3.63,,Manufacturing,,High
26057,55.0,High School,11.1,Software Engineer,57.0,,52.0,7.0,491.0,65.2,72.9,Unemployed,,,Low
26058,38.0,Diploma,,,75.0,,86.0,,,88.83,65.48,,IT,,Medium
26060,58.0,PhD,9.2,Software Engineer,,55.0,45.0,7.0,129.0,71.9,,Student,IT,112249.0,High
26061,22.5,PhD,29.2,Cybersecurity Analyst,44.0,76.0,46.0,3.0,97.0,99.8,,,Finance,83782.0,Low
26063,35.0,,,Cloud Engineer,93.0,49.0,86.5,7.0,,38.4,89.91,Unemployed,Manufacturing,39108.0,Low
26064,32.0,,1.8,ML Engineer,,69.0,83.0,2.0,433.0,,52.5,,Finance,106971.0,Medium
26065,42.0,Diploma,5.5,ML Engineer,54.0,,77.0,,,40.18,6.62,Employed,Finance,,Low
26066,32.0,PhD,5.4,Cloud Engineer,62.0,87.5,50.0,3.5,362.0,56.09,,Employed,,117903.0,Medium
26067,47.0,Bachelor,4.4,,63.0,90.0,53.0,,,9.02,,,,,High
26068,34.0,Bachelor,16.5,Software Engineer,46.0,,,7.0,136.0,62.17,,Unemployed,Retail,,Low
26069,35.0,,2.7,,87.0,45.0,96.0,0.0,,81.31,93.13,Unemployed,Education,102197.0,Low
26070,48.0,Diploma,10.1,,65.0,45.0,,0.0,417.0,,84.23,Unemployed,Manufacturing,67688.0,Medium
26072,52.0,Master,2.6,Cybersecurity Analyst,,47.0,83.0,4.0,493.0,22.02,,Unemployed,Retail,20657.0,Medium
26073,32.5,PhD,,Data Analyst,87.0,54.0,83.0,7.5,153.5,42.81,,Employed,Manufacturing,,Low
26074,,Diploma,4.5,,52.0,88.0,71.0,2.5,196.0,31.95,,,IT,35982.0,Medium
26075,53.0,High School,4.5,Software Engineer,65.0,98.0,81.0,3.0,,,44.99,Student,Finance,89214.0,High
26076,35.0,High School,2.1,System Admin,61.0,75.0,63.0,4.0,234.0,73.03,23.44,Unemployed,IT,82330.0,Low
26078,31.0,,0.9,Software Engineer,56.0,49.0,98.0,3.0,486.0,33.76,60.67,Unemployed,Healthcare,51315.0,Medium
26079,,High School,3.1,Cybersecurity Analyst,88.0,66.0,51.0,5.0,,44.14,49.31,,Finance,137994.0,Medium
26080,,PhD,4.5,,,97.5,42.0,7.0,,4.68,1.54,,Finance,124625.0,High
26081,29.0,Diploma,1.1,ML Engineer,90.0,58.0,70.0,7.0,33.0,,,Unemployed,Manufacturing,,Medium
26082,57.0,Diploma,8.6,Cybersecurity Analyst,90.0,,77.0,3.5,57.0,11.98,60.02,Employed,Manufacturing,,Low
26083,45.0,Master,3.0,,44.5,,82.0,2.5,,21.63,52.09,Employed,Education,24124.0,Low
26084,52.0,Diploma,6.199999999999999,Cloud Engineer,61.0,49.0,61.5,4.0,,31.24,48.39,Employed,Manufacturing,112776.0,Medium
26085,,High School,2.6,Cybersecurity Analyst,94.5,61.0,49.0,0.0,268.0,50.06,,,Education,27632.0,High
26086,22.5,High School,4.7,System Admin,91.0,40.0,97.0,1.0,,3.65,92.56,,Finance,,Low
26087,,Master,,Cloud Engineer,,71.0,95.0,3.5,,63.86,83.81,,,,Low
26089,,High School,1.8,System Admin,49.0,58.5,90.0,,11.0,,39.11,Student,Manufacturing,149810.0,Medium
26092,27.0,,,Business Analyst,,42.0,68.0,4.0,2.0,63.9,16.86,,Education,60850.0,High
26093,29.0,High School,,Software Engineer,93.0,71.0,93.0,,168.0,62.53,2.39,Unemployed,Healthcare,106277.0,High
26094,36.0,Bachelor,0.8,Cybersecurity Analyst,85.0,88.0,63.5,6.0,246.0,82.04,,Student,,125524.0,High
26095,49.0,High School,,Cloud Engineer,65.0,41.0,76.0,3.0,18.0,,67.72,,Retail,31498.0,Medium
26096,41.0,High School,3.4,Cloud Engineer,51.0,71.0,93.0,0.0,252.0,81.26,86.15,Unemployed,,124619.0,Low
26097,,Bachelor,0.0,,46.0,,96.0,5.5,450.0,48.95,51.91,Employed,Education,24201.0,High
26098,,,1.4,Data Analyst,83.0,50.0,60.0,5.0,268.0,,18.53,Employed,Education,74528.0,High
26100,,Diploma,3.2,Cloud Engineer,74.0,99.0,40.0,,128.0,68.67,23.65,Student,Healthcare,46185.0,Medium
26101,,Diploma,11.6,ML Engineer,50.0,,,6.0,402.0,90.44,4.36,,Manufacturing,51504.0,Low
26102,26.0,High School,4.1,,58.0,65.5,90.0,,442.0,,,Unemployed,Finance,,High
26103,30.0,PhD,1.5,Business Analyst,69.0,74.0,,7.0,128.0,13.27,57.24,Employed,IT,58593.0,Low
26106,,Bachelor,4.5,Software Engineer,48.0,57.0,60.0,,150.5,83.67,19.63,Student,Education,124009.0,Medium
26107,30.5,High School,0.4,,48.0,,,4.0,124.0,82.62,10.62,Unemployed,Education,113246.0,Low
26109,21.0,,3.2,ML Engineer,58.5,86.0,,0.0,244.0,76.42,,Unemployed,Education,22862.0,Medium
26110,21.0,PhD,0.0,System Admin,92.0,44.0,44.0,1.0,251.0,,98.26,Employed,Finance,125822.0,Medium
26112,,Master,0.2,Data Analyst,57.0,67.0,,,407.0,85.89,46.51,Employed,,113326.0,Low
26113,43.0,High School,9.5,Data Analyst,92.0,87.0,83.0,,,84.45,1.69,Employed,IT,52108.0,Medium
26115,40.0,,,Cloud Engineer,77.0,61.0,72.0,3.5,61.0,80.06,34.5,Employed,Finance,29966.0,Low
26116,19.0,,,Business Analyst,84.0,,43.5,6.0,406.0,22.72,,,Finance,20086.0,Low
26117,36.0,Bachelor,1.3,Cloud Engineer,,49.5,78.0,6.0,189.5,16.37,31.91,Employed,Manufacturing,58529.0,Medium
26118,,,,System Admin,52.0,43.0,83.0,,,,74.59,Student,Healthcare,,Medium
26119,57.0,PhD,,,,85.5,,3.0,277.0,47.47,,,IT,30972.0,Low
26120,21.0,Diploma,0.8,Data Analyst,87.0,92.0,96.0,6.0,292.0,64.69,,Student,Manufacturing,50750.0,High
26121,,Master,,Business Analyst,55.0,69.0,43.0,5.0,,99.57,6.23,Student,Finance,58271.0,Low
26123,44.0,Master,1.6,Cloud Engineer,85.0,71.0,73.0,6.5,194.0,10.52,27.21,,Education,65445.0,High
26125,32.0,PhD,3.0,Data Analyst,,41.0,95.0,4.0,176.0,79.14,4.22,Student,Finance,,Medium
26127,,,0.6,Software Engineer,,54.0,75.0,3.0,261.0,,91.78,Employed,Education,66561.0,Medium
26128,35.0,,8.7,,95.0,40.0,71.0,3.0,266.0,40.69,41.92,Unemployed,Education,79989.0,Low
26129,43.0,Bachelor,,ML Engineer,69.0,67.0,,7.0,295.0,,81.83,Employed,,120776.0,Medium
26130,23.0,,7.3,,63.0,62.0,,,315.0,,56.72,Unemployed,Retail,74717.0,Low
26131,34.0,Bachelor,,,49.0,,63.0,4.0,178.0,44.9,62.38,Unemployed,Finance,40487.0,High
26132,,,1.3,,98.0,70.0,73.0,3.0,40.0,54.57,57.11,,Retail,,Medium
26134,44.0,High School,15.7,,,46.0,54.0,3.0,114.0,,13.16,,Healthcare,54015.0,Medium
26135,,PhD,1.8,Business Analyst,96.0,64.0,,0.0,133.0,,,Unemployed,Healthcare,,High
26136,23.0,,,Cybersecurity Analyst,58.0,99.0,56.5,7.5,465.5,64.97,75.6,Employed,Education,,Medium
26137,52.0,Bachelor,1.6,Cloud Engineer,92.0,80.0,88.0,1.0,104.0,80.58,,,Retail,122741.0,Low
26140,21.0,PhD,17.2,Cybersecurity Analyst,,74.0,45.0,5.0,99.0,1.73,10.3,Student,Retail,71314.0,Medium
26141,21.0,Diploma,4.3,Cybersecurity Analyst,49.0,56.0,77.0,5.0,,98.69,1.73,Student,Finance,101646.0,High
26142,,Diploma,,System Admin,64.5,73.0,46.0,,132.0,40.94,53.73,Unemployed,IT,31838.0,Medium
26144,,,,Cybersecurity Analyst,80.0,,,7.0,141.0,31.29,14.9,,Manufacturing,142563.0,Medium
26145,19.0,High School,9.1,ML Engineer,81.0,96.0,79.0,7.0,217.0,55.35,,Student,Finance,105882.0,Medium
26146,35.5,High School,0.0,Cybersecurity Analyst,,,45.0,4.0,89.0,79.74,86.79,Employed,Retail,84255.0,High
26147,24.0,Master,12.0,Business Analyst,65.0,75.0,,5.0,310.0,6.75,37.22,Student,Healthcare,27101.0,High
26148,36.0,Bachelor,,Business Analyst,64.0,,83.0,1.0,454.5,46.94,63.32,,Healthcare,69729.0,High
26149,50.0,Master,,,50.0,60.5,,8.5,417.0,73.88,,,Manufacturing,38045.0,High
26151,54.0,Bachelor,13.2,Cybersecurity Analyst,82.0,50.0,77.0,,217.0,4.54,90.41,Student,Manufacturing,120416.0,High
26152,34.0,Master,5.9,System Admin,53.0,92.0,,,166.0,16.98,57.58,,Education,,Low
26153,,,,System Admin,90.0,68.5,67.0,,325.0,76.59,93.29,Student,Education,57450.0,Low
26155,29.0,Master,,,93.0,,82.0,1.0,128.0,4.74,,Unemployed,IT,43252.0,Low
26156,28.0,,4.9,Data Analyst,58.0,97.0,93.0,5.0,,80.71,51.02,Employed,Education,37257.0,High
26157,30.0,High School,7.2,Cloud Engineer,42.0,,58.0,5.5,,69.23,33.28,Student,Manufacturing,41330.0,Medium
26158,50.5,Diploma,4.0,Software Engineer,48.0,,44.0,1.0,371.0,16.08,78.12,Employed,Finance,109925.0,Low
26159,30.0,Master,0.6,Data Analyst,44.0,78.0,92.0,4.0,389.5,99.06,97.97,Employed,Healthcare,111298.0,Medium
26160,55.0,Master,,ML Engineer,73.0,68.0,46.5,5.0,465.0,56.99,37.96,,Retail,146607.0,Medium
26161,43.0,Bachelor,4.2,ML Engineer,45.0,63.0,58.0,2.0,11.0,78.8,95.12,Unemployed,,71743.0,Low
26162,48.0,Master,3.5,Business Analyst,48.0,99.0,65.0,0.0,327.0,,91.78,Student,Healthcare,92369.0,High
26164,,High School,2.1,Data Analyst,78.0,81.0,69.5,1.0,374.0,55.29,94.37,Employed,,72113.0,Medium
26165,37.0,Bachelor,8.1,Cybersecurity Analyst,81.0,92.0,78.0,1.0,206.0,24.67,49.04,Employed,Retail,52866.0,Medium
26166,38.0,,1.4,Data Analyst,70.0,77.0,,2.0,,13.54,,,Retail,,Low
26167,,Diploma,2.8,Cloud Engineer,50.0,45.0,,7.0,144.0,69.05,68.4,Unemployed,Manufacturing,,High
26170,,Diploma,3.2,,80.0,,43.0,,176.0,48.55,93.09,Employed,IT,118236.0,Medium
26171,24.0,,,,48.0,48.0,60.0,,74.0,39.98,,Student,IT,83103.0,High
26173,25.0,,0.4,System Admin,71.0,93.0,96.0,7.0,,,40.87,Unemployed,Healthcare,40462.0,High
26174,22.0,High School,,Business Analyst,45.0,49.0,47.0,2.0,1.0,87.23,51.87,,Manufacturing,85056.0,Low
26175,53.0,Diploma,3.6,ML Engineer,65.0,69.0,53.5,2.0,424.0,73.81,31.57,,Retail,49843.0,High
26176,45.0,High School,3.8,ML Engineer,81.0,73.0,53.0,,68.0,80.16,,Student,Healthcare,27451.0,Medium
26177,20.0,Diploma,4.2,,80.0,,71.0,1.0,,67.62,61.66,Employed,Healthcare,32523.0,Medium
26180,32.0,High School,5.5,ML Engineer,,48.5,,2.5,291.0,,21.53,Unemployed,Manufacturing,48644.0,Low
26182,53.0,Diploma,,,53.0,92.0,53.0,7.0,480.0,79.45,21.44,,,74240.0,Low
26183,33.0,Diploma,11.8,Cloud Engineer,70.0,51.0,81.0,,295.0,36.3,56.26,Unemployed,Manufacturing,82600.0,Low
26185,23.5,Bachelor,1.1,,69.5,70.5,70.0,4.0,412.0,27.76,28.48,Student,Manufacturing,140759.0,Low
26186,29.0,Diploma,2.6,,43.0,48.5,40.0,5.0,416.0,85.04,55.0,Student,Healthcare,,Low
26187,34.0,High School,,Cybersecurity Analyst,94.0,,40.0,1.0,331.0,44.17,21.06,Unemployed,Finance,70751.0,Medium
26188,58.0,Master,10.7,ML Engineer,63.0,86.0,82.0,,,1.29,20.94,Unemployed,Education,90814.0,High
26189,45.5,Master,,System Admin,41.0,76.0,85.0,4.0,361.0,92.28,65.97999999999999,Student,Retail,107476.0,Low
26190,48.0,,7.9,Business Analyst,56.0,70.0,,3.5,180.0,24.64,36.39,Student,Education,118867.0,High
26191,32.0,PhD,,System Admin,62.0,60.0,63.0,6.0,318.0,64.26,,,,68178.0,High
26192,51.0,,6.6,,,99.0,89.0,,71.0,23.55,,,Healthcare,99048.0,Low
26193,46.0,,4.3,ML Engineer,82.0,,62.0,9.5,202.5,99.67,33.55,Employed,,21650.0,Low
26195,,Master,7.0,ML Engineer,94.0,,,7.0,474.0,1.28,,,Healthcare,,Low
26196,53.0,Master,6.4,System Admin,92.0,,81.0,,303.0,,35.7,,IT,78378.0,Medium
26198,55.0,Master,7.1,Software Engineer,77.0,51.0,70.0,0.0,223.5,32.42,56.52,Unemployed,Healthcare,59558.0,Low
26199,54.0,,,Cybersecurity Analyst,,48.0,48.0,3.0,125.0,,97.68,Unemployed,IT,59101.0,Low
26201,,Diploma,0.3,Cybersecurity Analyst,49.0,92.0,63.0,3.0,218.0,74.85,49.89,Student,Healthcare,127573.0,Medium
26202,30.0,,2.5,System Admin,60.0,58.0,97.5,0.0,61.0,,,Employed,Manufacturing,43369.0,High
26203,37.0,PhD,0.6,Software Engineer,62.0,84.0,96.0,0.0,189.5,,,Unemployed,Healthcare,44531.0,High
26206,,Diploma,10.4,Business Analyst,92.0,98.0,,,196.0,3.06,55.09,Employed,Finance,141522.0,Low
26207,38.0,Bachelor,1.9,System Admin,67.0,,56.0,9.5,,53.68,,Employed,,109267.0,High
26208,34.0,Bachelor,5.6,Cybersecurity Analyst,66.0,81.0,45.0,1.0,2.0,92.46,,Student,,,High
26209,39.0,PhD,0.0,Cybersecurity Analyst,99.0,94.0,72.0,,395.0,69.15,,Unemployed,Manufacturing,136263.0,Medium
26210,,Master,6.0,System Admin,70.0,62.0,53.0,7.0,,,62.38,Employed,Retail,99061.0,Low
26211,20.0,High School,6.0,,,,72.0,7.0,55.0,99.65,,Employed,Manufacturing,128246.0,Low
26213,44.0,PhD,3.0,,75.0,53.0,43.0,2.0,277.0,,26.17,,,,Medium
26214,29.0,Master,5.7,Software Engineer,63.0,69.0,82.0,1.0,436.0,59.66,18.8,Student,,135865.0,Low
26215,,High School,3.8,,52.0,66.0,70.0,2.0,15.0,76.47,36.63,,,118163.0,Low
26216,55.0,PhD,13.0,,40.0,94.0,91.0,6.0,490.0,8.61,96.63,Unemployed,,,Medium
26217,37.0,Bachelor,1.2,Cloud Engineer,98.0,81.0,97.0,,,60.17,39.25,,,25139.0,Medium
26218,,Bachelor,16.8,Cybersecurity Analyst,51.0,101.5,,5.0,429.0,57.59,,,Retail,,Low
26219,19.0,Bachelor,5.9,,58.0,89.0,63.0,2.0,,79.88,0.41,Student,IT,110527.0,Low
26220,21.0,Bachelor,41.5,Software Engineer,49.0,67.0,,,36.0,48.39,,Unemployed,,,Low
26221,30.0,High School,2.8,Business Analyst,81.0,56.0,69.0,4.0,,55.4,92.08,,Education,38623.0,High
26222,49.0,Master,10.2,Cybersecurity Analyst,45.5,65.0,40.0,3.0,146.5,53.15,62.26,,,57614.0,Low
26223,39.0,Master,9.0,,,70.0,,0.0,144.0,43.12,91.27,,Education,43777.0,Medium
26224,42.0,,3.9,Cybersecurity Analyst,75.0,70.5,,5.5,227.0,80.45,,Unemployed,Healthcare,148349.0,Low
26225,44.0,Master,7.2,Software Engineer,99.0,49.0,78.0,6.0,49.0,84.34,33.58,Student,,29887.0,High
26226,36.5,Bachelor,6.8,,48.0,,62.5,0.0,401.0,,76.47,Employed,IT,86473.0,Low
26227,23.0,High School,0.7,Business Analyst,43.0,56.0,54.0,,348.0,24.5,41.25,Student,Manufacturing,45833.0,Medium
26228,33.0,,,Software Engineer,51.0,72.0,74.0,,252.0,17.94,,Student,Manufacturing,139361.0,Medium
26229,,Master,6.5,System Admin,,60.0,50.0,3.0,394.0,,22.02,Employed,IT,72987.0,High
26232,51.0,Diploma,3.0,Software Engineer,83.0,83.0,54.0,,206.5,16.7,,Student,Healthcare,119810.0,Medium
26235,20.0,,2.3,Cloud Engineer,98.0,,52.0,6.0,432.0,,46.0,Unemployed,,114407.0,Low
26236,,Bachelor,2.1,Cybersecurity Analyst,,96.0,84.0,3.0,379.0,50.04,23.13,,Retail,,Medium
26237,40.0,Diploma,1.1,ML Engineer,,,82.0,,124.5,77.04,,Employed,,35814.0,High
26238,57.0,High School,2.3,System Admin,52.0,46.0,86.0,0.0,192.0,43.95,42.94,,Retail,143306.0,Medium
26239,28.0,Bachelor,1.4,System Admin,92.5,71.0,54.0,4.0,147.0,98.39,52.47,Employed,Finance,,Medium
26240,23.0,Master,2.1,Cybersecurity Analyst,91.0,69.0,,5.0,198.0,,,Unemployed,Retail,65796.0,High
26241,53.5,,3.9,ML Engineer,74.5,51.0,94.0,2.0,,,,Unemployed,Retail,133044.0,Medium
26242,18.0,High School,6.699999999999999,Data Analyst,85.0,81.0,,5.0,425.0,8.06,45.54,Employed,Retail,50138.0,Low
26245,46.0,,,System Admin,90.0,,,4.0,187.0,,21.09,,Finance,101801.0,Medium
26246,40.0,Diploma,1.3,Cybersecurity Analyst,48.0,41.0,45.0,0.0,191.0,31.54,77.78,Employed,Finance,93800.0,Low
26247,35.0,Bachelor,2.6,ML Engineer,,42.0,61.0,6.0,18.0,39.94,2.73,Employed,IT,22712.0,Medium
26248,,High School,17.1,ML Engineer,42.0,55.0,96.0,9.5,67.0,,87.62,Employed,Education,71327.0,Low
26249,34.0,Bachelor,1.7,Cloud Engineer,75.0,90.0,97.0,3.5,199.0,50.71,,Student,Healthcare,81902.0,High
26250,21.5,,10.5,,,99.0,41.0,8.5,111.0,55.48,41.14,Unemployed,Healthcare,120496.0,Low
26252,36.0,Bachelor,15.9,Software Engineer,44.0,,66.0,1.0,,83.22,42.82,Student,Retail,83417.0,Low
26253,49.0,Diploma,0.2,ML Engineer,63.0,98.0,41.0,3.0,346.0,51.14,0.23,,Manufacturing,143638.0,High
26254,45.0,Bachelor,1.4,Cybersecurity Analyst,47.0,83.0,,2.0,229.0,62.77,77.68,Unemployed,Manufacturing,110674.0,Medium
26255,,Bachelor,,Data Analyst,70.5,48.0,,1.0,179.0,75.16,53.32,Student,Manufacturing,,Low
26256,25.0,Bachelor,7.0,Software Engineer,88.0,,63.0,,,63.56,72.44,,Healthcare,118467.0,Low
26257,61.5,Bachelor,5.3,,,40.0,45.0,2.0,149.5,95.43,,Student,,,Low
26259,57.0,PhD,,System Admin,58.0,52.0,64.0,0.0,296.0,25.19,59.04,Employed,Retail,70355.0,Medium
26261,39.0,High School,7.1,ML Engineer,57.0,60.0,,6.0,400.0,89.79,,,IT,60820.0,High
26262,43.5,Diploma,12.6,System Admin,89.0,91.0,41.0,7.0,453.0,70.89,35.23,Employed,Education,66608.0,Medium
26264,19.0,Diploma,4.3,System Admin,61.0,76.0,53.0,7.0,113.5,31.63,10.91,Unemployed,Education,,High
26265,58.0,Master,12.5,Cloud Engineer,50.0,96.5,77.0,5.0,341.0,45.68,37.36,,Retail,78823.0,Low
26266,58.0,Diploma,,Data Analyst,47.0,80.0,57.0,5.0,448.0,27.48,82.36,Employed,,113715.0,Medium
26267,36.0,Master,7.199999999999999,Cybersecurity Analyst,40.0,,41.0,4.0,217.5,24.58,69.39,Employed,Manufacturing,40226.0,High
26268,,PhD,4.7,ML Engineer,40.0,43.0,45.5,,206.0,72.84,14.79,Employed,IT,37313.0,Medium
26269,21.5,PhD,2.7,Business Analyst,55.0,,,1.0,,,50.03,Student,,49219.0,High
26270,45.0,Master,7.6,System Admin,83.0,59.0,59.0,5.0,331.0,53.95,40.9,Student,,92083.0,High
26271,,Bachelor,7.8,Cloud Engineer,50.0,73.5,82.0,2.0,327.0,,86.73,,Finance,51926.0,Medium
26272,36.0,PhD,,,52.0,83.0,87.0,2.0,57.0,47.16,86.56,,,99013.0,High
26273,33.0,Bachelor,,Software Engineer,82.0,89.0,84.0,0.0,,4.57,57.13,Student,Finance,,Low
26274,47.0,High School,6.4,,92.0,91.0,,,224.0,99.85,,Employed,,33896.0,High
26276,31.0,High School,5.8,Software Engineer,83.0,,67.0,1.0,,,77.24,Employed,,36290.0,Low
26277,18.0,Master,0.8,System Admin,85.0,55.0,81.0,6.0,330.0,,88.46,Student,Finance,,High
26278,19.0,High School,,Software Engineer,50.0,84.0,71.0,5.0,304.0,,85.57,Student,Finance,47931.0,Medium
26280,,Diploma,4.3,Data Analyst,87.0,85.0,93.0,3.0,492.0,,,Unemployed,IT,105377.0,Medium
26281,32.0,PhD,,Software Engineer,,74.0,47.0,,457.0,,27.72,Unemployed,Retail,25459.0,High
26285,56.0,,,Cybersecurity Analyst,41.0,,88.0,5.0,423.0,99.38,,,,,Medium
26286,58.0,Master,,Data Analyst,79.0,,77.0,,218.0,8.8,34.83,Student,,106783.0,Low
26287,58.0,Diploma,3.5,System Admin,83.0,,65.0,4.0,26.5,,,Student,Retail,,Medium
26288,28.0,Bachelor,1.7,Software Engineer,,92.0,,6.0,60.0,,2.87,Unemployed,Manufacturing,129932.0,Medium
26289,21.0,Diploma,0.8,,82.0,74.0,66.5,,360.0,66.28,74.05,Student,Healthcare,145449.0,Low
26290,26.5,Master,,Cloud Engineer,42.5,,67.0,5.5,,98.47,55.78,Unemployed,Healthcare,121620.0,High
26291,38.0,High School,1.3,ML Engineer,72.0,83.5,52.0,3.0,420.0,54.94,43.26,,Education,69535.0,Medium
26292,24.0,PhD,10.2,Software Engineer,,40.0,60.0,3.0,185.0,68.16,12.83,Employed,,146846.0,Medium
26293,21.0,High School,0.6,,79.5,,75.0,6.0,161.0,61.1,,,Manufacturing,141220.0,High
26294,29.0,Bachelor,8.4,ML Engineer,86.0,99.0,51.0,,,72.73,80.63,,Education,130830.0,Medium
26295,44.0,High School,10.1,Software Engineer,58.0,,44.0,2.0,370.0,96.78,,Unemployed,Manufacturing,132743.0,Medium
26296,34.0,PhD,,Software Engineer,67.0,,67.0,3.0,158.0,28.56,4.85,Employed,IT,143499.0,High
26298,,Diploma,,ML Engineer,76.0,85.0,,7.0,227.0,3.16,65.28,,Manufacturing,,Medium
26299,43.0,Master,26.9,Software Engineer,101.5,72.0,53.0,5.0,468.0,95.1,,Unemployed,,102498.0,Low
26300,,High School,3.9,Business Analyst,70.0,75.0,82.0,0.0,245.0,51.23,73.1,Unemployed,Education,67854.0,Medium
26301,52.0,Master,8.3,System Admin,84.5,49.0,,,13.0,41.28,39.15,Student,Healthcare,143349.0,High
26302,26.0,,3.3,Software Engineer,,,87.0,3.0,277.0,47.35,47.86,Employed,Retail,76187.0,Low
26303,,,1.1,Software Engineer,,89.5,49.0,2.5,403.0,,58.15,Employed,Finance,140916.0,Low
26304,,Diploma,9.4,System Admin,57.5,74.0,87.0,6.0,137.0,13.67,90.4,Unemployed,Manufacturing,118535.0,Low
26305,38.0,Master,3.4,Software Engineer,46.0,87.5,40.0,3.0,20.0,27.81,94.76,Employed,,81896.0,Medium
26307,33.0,Master,8.3,Data Analyst,47.0,86.0,69.0,5.0,448.0,82.27,14.96,Student,Healthcare,71580.0,High
26309,45.0,Master,6.3,System Admin,,99.0,81.5,5.0,,57.96,28.52,Unemployed,Education,22707.0,High
26310,35.0,High School,4.7,,78.0,53.0,,2.0,263.0,,,Employed,Retail,,Medium
26312,54.0,Bachelor,,Software Engineer,99.0,74.0,44.0,,70.0,55.92,79.44,Employed,Education,115236.0,Medium
26313,57.0,,27.6,Business Analyst,50.0,95.0,95.0,0.0,170.5,93.03,47.5,Employed,IT,108806.0,Medium
26314,33.0,High School,3.7,Business Analyst,97.0,97.0,72.0,3.0,447.0,44.31,44.86,Student,Manufacturing,,Medium
26316,18.0,Master,7.1,Business Analyst,63.0,,90.0,5.0,38.0,,93.21,Employed,IT,33706.0,High
26317,,PhD,,Data Analyst,,61.0,47.0,,,,63.35,,Manufacturing,59011.0,High
26318,28.0,Diploma,2.4,,70.0,93.5,67.0,4.0,91.0,,14.67,Student,Manufacturing,52535.0,High
26319,19.0,Master,3.0,Software Engineer,61.0,71.0,44.0,1.0,13.0,62.84,45.76,,Education,112135.0,High
26320,,PhD,10.9,,80.0,64.0,,0.0,150.0,56.03,,,IT,,Low
