ID,Age,Education_Level,Years_of_Experience,Current_or_Target_Role,Technical_Skill_Score,Soft_Skill_Score,Domain_Knowledge_Score,Certification_Count,Training_Hours_Last_Year,Skill_Gap_Score,Readiness_Score,Employment_Status,Industry,Annual_Salary_USD,Career_Readiness_Level
21073,,QmFjaGVsb3I=,2.6,Cybersecurity Analyst,69-74,73,,1,261,14.33,8.94,U3R1ZGVudA==,Finance,23448 USD,Low
21074,42,NULL,7.0,,"{""v"": 50}",46,96,?,175,79.55-84.55,?,Unemployed,Manufacturing,22611,Medium
21075,"{""v"": 38}",?,NULL,Software Engineer,Val_99,"{""v"": 56}",,1,371,67.81,MISSING,nan,IT,42487,Medium
21076,59,TWFzdGVy,5.4,RGF0YSBBbmFseXN0,NULL,,MISSING,,"{""v"": 132}",50.01,49.92,deyolpmenU,Education,125367,NULL
21077,53,RGlwbG9tYQ==,nan,nimdA metsyS,52,MISSING,50,"{""v"": 2}",423,51.2,81.48,Employed,Finance,110555,Medium
0x5256,26,QmFjaGVsb3I=,?,ML Engineer,40,93,Val_90,4,386,Val_59.84,,NULL,liateR,149743,MISSING
21079,"{""v"": 29}",Master,2.5,RGF0YSBBbmFseXN0,41,63,nan,MISSING,1,31.59-36.59,96.67,NULL,TWFudWZhY3R1cmluZw==,NULL,Low
21080,NULL,Diploma,6.0,System Admin,89,Val_62,49,6,284,18.63,19.25,?,?,46517,SGlnaA==
21081,Val_22,PhD,4.6,,89,83,89,4,117-122,NULL,22.93,,Finance,$70661,Low
21082,50,RGlwbG9tYQ==,0.4-5.4,U3lzdGVtIEFkbWlu,96,53,60,nan,114-119,"{""v"": 53.67}",19.82,Employed,IT,87169,Low
21083,22,retsaM,"{""v"": 0.5}",Cybersecurity Analyst,NULL,46,Val_57,"{""v"": 6}",481,,86.96,deyolpmE,SGVhbHRoY2FyZQ==,68617 USD,High
21084,33,Master,6.1,System Admin,62,78,,7,79,54.5,?,Employed,Healthcare,NULL,SGlnaA==
21085,,PhD,10.6,Cybersecurity Analyst,94,53,MISSING,7,356,47.2,49.21,tnedutS,Finance,88908,Medium
21086,54,Master,Val_0.9,Software Engineer,61,92,44,3,260,55.24,66.9,U3R1ZGVudA==,NULL,127491,Medium
0x525f,46,loohcS hgiH,4.5,Data Analyst,90,Val_90,Val_45,3,"{""v"": 220}",42.41-47.41,96.26,Unemployed,IT,NULL,High
21088,Val_35,NULL,1.2,U29mdHdhcmUgRW5naW5lZXI=,51-56,98,75,nan,11,96.39,,Employed,?,$45983,SGlnaA==
21089,46-51,Diploma,"{""v"": 20.8}",Software Engineer,46,84-89,,MISSING,154,42.6,54.43,deyolpmenU,,106900,TG93
0x5262,"{""v"": 23}",Bachelor,NULL,,62-67,60,Val_51,MISSING,48,93.3,61.23,VW5lbXBsb3llZA==,RWR1Y2F0aW9u,?,NULL
21091,"{""v"": 35}",RGlwbG9tYQ==,MISSING,Software Engineer,93,72,NULL,Val_2,120,55.18,92.38,Unemployed,Finance,NULL,Medium
21092,49,Master,"{""v"": 1.7}",NULL,78,94-99,NULL,5,49,54.23,Val_80.85,U3R1ZGVudA==,erachtlaeH,127024,nan
21093,"{""v"": 59}",High School,MISSING,QnVzaW5lc3MgQW5hbHlzdA==,99,Val_93,44,,237,nan,66.43,deyolpmenU,Retail,115910,?
21094,48,Diploma,0.8-5.8,System Admin,46,88,77,1,380,97.12-102.12,NULL,Employed,Healthcare,147238 USD,TG93
0x5267,28,,5.7,reenignE erawtfoS,MISSING,"{""v"": 43}",Val_60,5,251,"{""v"": 42.94}",58.42-63.42,Student,Finance,25219,nan
21096,43,Diploma,20.0,Business Analyst,68,nan,?,7,MISSING,8.37,46.74,VW5lbXBsb3llZA==,RWR1Y2F0aW9u,80886 USD,
21097,"{""v"": 45}",PhD,3.4-8.4,ML Engineer,64,?,nan,Val_1,337,5.51,59.35,VW5lbXBsb3llZA==,Healthcare,21626 USD,TWVkaXVt
21098,44,High School,0.5,System Admin,60-65,73,75,"{""v"": 7}",387,83.32,"{""v"": 28.37}",Employed,Manufacturing,nan,Low
21099,36,TWFzdGVy,?,TUwgRW5naW5lZXI=,43,57,"{""v"": 70}",5,Val_482,"{""v"": 15.37}",49.99,RW1wbG95ZWQ=,RmluYW5jZQ==,33226 USD,Low
21100,NULL,RGlwbG9tYQ==,6.2,?,53,85,NULL,?,286,22.64,87.37,deyolpmenU,,43895,TWVkaXVt
0x526d,37-42,?,1.0,Software Engineer,58,74,Val_71,Val_5,119,Val_16.56,67.27,Employed,SGVhbHRoY2FyZQ==,44538,NULL
21102,Val_20,Diploma,13.6,Data Analyst,93,93,61-66,"{""v"": 5}",288,55.93,Val_24.21,RW1wbG95ZWQ=,RWR1Y2F0aW9u,NULL,?
0x526f,33,nan,6.6,System Admin,45,97,nan,3,484,12.02-17.02,NULL,Student,Manufacturing,?,Medium
21104,NULL,QmFjaGVsb3I=,1.0,Business Analyst,nan,Val_82,Val_56,4,?,67.79,58.2,Student,Manufacturing,22516 USD,Medium
21105,46,PhD,MISSING,Software Engineer,78,,43,0,Val_392,58.15,33.86,tnedutS,Education,nan,TWVkaXVt
21106,32,DhP,1.3,QnVzaW5lc3MgQW5hbHlzdA==,43,78-83,86,4-9,267,62.35,11.36-16.36,Student,,134678,High
0x5273,47,High School,15.5,Data Analyst,Val_72,68,57,0,MISSING,Val_91.29,73.39,RW1wbG95ZWQ=,Finance,$40765,TG93
0x5274,?,SGlnaCBTY2hvb2w=,1.7,MISSING,43,Val_71,?,NULL,432,?,,Employed,RmluYW5jZQ==,71187 USD,High
21109,18,MISSING,0.7,NULL,,50,"{""v"": 44}",?,237,29.8-34.8,61.89,RW1wbG95ZWQ=,Retail,$40144,Low
0x5276,46,PhD,Val_4.2,Cybersecurity Analyst,Val_96,48-53,54,7-12,193,MISSING,74.61,Student,Manufacturing,nan,Low
21111,,NULL,MISSING,Software Engineer,87,45,?,?,MISSING,90.58,81.36,Unemployed,SGVhbHRoY2FyZQ==,NULL,Low
21112,,nan,nan,Software Engineer,?,MISSING,94,5,78,45.56,Val_54.23,Unemployed,Manufacturing,46172,Medium
0x5279,"{""v"": 49}",PhD,1.6,Cloud Engineer,NULL,nan,NULL,MISSING,197,MISSING,91.26,deyolpmenU,RWR1Y2F0aW9u,71554,Low
21114,27,RGlwbG9tYQ==,2.3-7.3,Business Analyst,75,?,64,?,157-162,"{""v"": 67.82}",23.89,Student,MISSING,97262,Medium
21115,NULL,PhD,23.9,,43,63,NULL,3,125,84.78,40.09,Employed,Retail,26923,Low
0x527c,?,TWFzdGVy,Val_2.5,nan,87-92,94,?,MISSING,152,40.09,19.25-24.25,RW1wbG95ZWQ=,?,$90539,Medium
21117,MISSING,MISSING,0.5,NULL,46,54,48-53,4,?,55.73,63.47,NULL,Healthcare,87587,SGlnaA==
21118,59-64,PhD,2.8,Cybersecurity Analyst,78,"{""v"": 67}",44,"{""v"": 6}","{""v"": 31}",NULL,MISSING,VW5lbXBsb3llZA==,MISSING,,MISSING
21119,52,Diploma,1.1,U29mdHdhcmUgRW5naW5lZXI=,58,?,99,0,487,67.89,46.19,Student,UmV0YWls,MISSING,nan
21120,53,RGlwbG9tYQ==,0.8,reenignE LM,45,"{""v"": 99}",88,1,120,95.07-100.07,11.92-16.92,VW5lbXBsb3llZA==,nan,136977,?
21121,53,Bachelor,2.4-7.4,nan,MISSING,84,47,1,Val_62,81.41,56.84,deyolpmE,SVQ=,131005,Medium
21122,42,TWFzdGVy,Val_2.1,,65,91,96-101,7,Val_453,25.95,33.03,Student,NULL,93338,MISSING
21123,"{""v"": 37}",?,0.6,,NULL,64,53,4,Val_381,50.16,95.36,Employed,RmluYW5jZQ==,MISSING,SGlnaA==
0x5284,34,UGhE,0.1,tsylanA ssenisuB,MISSING,"{""v"": 87}","{""v"": 95}",2-7,180,32.52,63.36,?,NULL,71712,Medium
0x5285,40,,5.0,?,NULL,"{""v"": 78}",90,7,412-417,"{""v"": 95.61}",58.7,Employed,Manufacturing,131047,SGlnaA==
21126,42,UGhE,Val_1.4,NULL,Val_76,48,MISSING,Val_2,nan,"{""v"": 26.8}",nan,nan,SVQ=,$26290,TWVkaXVt
21127,48,,MISSING,NULL,75,73,56,NULL,12,7.39,38.71,Employed,SVQ=,85130,MISSING
21128,23,QmFjaGVsb3I=,1.9,Data Analyst,,"{""v"": 71}",55,?,113,62.07,MISSING,RW1wbG95ZWQ=,noitacudE,MISSING,Low
0x5289,52-57,PhD,"{""v"": 3.9}",U3lzdGVtIEFkbWlu,98,42,nan,3,94,52.05,34.76,MISSING,Healthcare,79324 USD,nan
21130,21,MISSING,Val_1.3,nan,Val_55,64,NULL,1,"{""v"": 90}",11.56,15.09,RW1wbG95ZWQ=,IT,91120,TG93
21131,,Diploma,?,reenignE LM,Val_85,47,50,7,,NULL,42.94,Unemployed,MISSING,42252 USD,SGlnaA==
0x528c,37,?,"{""v"": 14.5}",System Admin,62,75,64,0,430,,43.19,Unemployed,Finance,28572 USD,TWVkaXVt
21133,nan,Master,5.7,reenignE erawtfoS,58,49,46,6-11,nan,40.0,89.17,U3R1ZGVudA==,Manufacturing,78075,TWVkaXVt
21134,Val_18,High School,14.9-19.9,nan,MISSING,70,71,,132,22.19,"{""v"": 81.24}",U3R1ZGVudA==,nan,20174 USD,TG93
21135,Val_43,SGlnaCBTY2hvb2w=,1.1,Cybersecurity Analyst,Val_81,40,"{""v"": 84}",7,261,NULL,"{""v"": 76.97}",U3R1ZGVudA==,NULL,$145209,SGlnaA==
0x5290,51-56,Bachelor,,Cybersecurity Analyst,46,48,Val_41,Val_1,10,NULL,Val_56.56,Student,IT,145108,Low
21137,NULL,SGlnaCBTY2hvb2w=,1.3,U3lzdGVtIEFkbWlu,97-102,nan,81,5,201,50.91,Val_77.76,Employed,SGVhbHRoY2FyZQ==,128800,High
21138,Val_40,amolpiD,6.9,Business Analyst,46-51,MISSING,MISSING,1,129,84.97,61.93,U3R1ZGVudA==,Finance,43259,High
0x5293,41,Bachelor,8.9-13.9,?,65,MISSING,66,MISSING,NULL,52.61,76.78,MISSING,nan,76816 USD,Low
0x5294,30,?,1.2,nan,62,MISSING,68,MISSING,nan,89.49,MISSING,Unemployed,Finance,73239 USD,MISSING
0x5295,46-51,retsaM,2.3,Data Analyst,73,"{""v"": 43}",49,2,168,80.83,"{""v"": 69.59}",U3R1ZGVudA==,Manufacturing,$59918,TWVkaXVt
0x5296,44,Master,4.7,?,90,69,90,7,184-189,6.1-11.1,37.66,NULL,nan,103190,Low
21143,48,nan,12.1,Q3liZXJzZWN1cml0eSBBbmFseXN0,42,40,74,"{""v"": 7}",293,59.74,62.92,deyolpmenU,Education,47886,Low
21144,"{""v"": 27}",Bachelor,"{""v"": 0.1}",nan,Val_82,86,57,1,131-136,NULL,nan,RW1wbG95ZWQ=,gnirutcafunaM,133231,Medium
21145,48,Bachelor,4.1,Cybersecurity Analyst,58-63,66,78,1,15,NULL,63.52,deyolpmE,gnirutcafunaM,75473,hgiH
21146,"{""v"": 56}",Bachelor,0.7,Data Analyst,46,70,71,Val_4,356,?,41.93,Student,IT,28616,Low
0x529b,27,Diploma,2.8,Q3liZXJzZWN1cml0eSBBbmFseXN0,?,92,46,3-8,325,NULL,51.69,U3R1ZGVudA==,Finance,,Medium
21148,41,QmFjaGVsb3I=,3.8,NULL,52,49,48,NULL,303,88.49,77.62,U3R1ZGVudA==,Manufacturing,67973,Low
21149,"{""v"": 50}",Diploma,7.8,reenignE duolC,94,66,58,4,91,"{""v"": 36.39}",Val_75.83,Employed,IT,148957,MISSING
21150,31,Master,31.4,System Admin,"{""v"": 75}",58,Val_81,2,112,7.98,nan,Employed,Retail,73832,TWVkaXVt
0x529f,52,PhD,4.1,Cybersecurity Analyst,NULL,NULL,MISSING,0,"{""v"": 280}",MISSING,80.59,Unemployed,ecnaniF,$65093,Medium
21152,51,,2.8,Business Analyst,53,Val_43,Val_77,2,Val_442,99.31,66.14,RW1wbG95ZWQ=,RWR1Y2F0aW9u,58624,High
21153,34,PhD,3.5,?,"{""v"": 61}",65,95-100,3,477,"{""v"": 34.17}",nan,RW1wbG95ZWQ=,Manufacturing,100073,TG93
21154,,PhD,4.6,QnVzaW5lc3MgQW5hbHlzdA==,56,"{""v"": 86}",nan,7,190,58.96,5.36,Student,Manufacturing,71570 USD,muideM
21155,Val_49,PhD,nan,System Admin,nan,Val_41,"{""v"": 40}",6-11,293,29.73-34.730000000000004,MISSING,deyolpmE,SVQ=,MISSING,SGlnaA==
21156,20,High School,0.4,,40,MISSING,Val_77,5,90,65.0,NULL,Employed,Finance,MISSING,TWVkaXVt
21157,"{""v"": 32}",Diploma,2.1,Business Analyst,96,52,Val_77,5,,78.14,28.26,Unemployed,MISSING,108947,nan
21158,25-30,?,0.3,U3lzdGVtIEFkbWlu,78,43-48,?,6,261,56.53,,Student,UmV0YWls,93840,High
0x52a7,49,SGlnaCBTY2hvb2w=,3.4,U3lzdGVtIEFkbWlu,83,83,43,nan,186,84.2-89.2,89.89,Unemployed,nan,$49868,MISSING
21160,"{""v"": 55}",MISSING,"{""v"": 1.5}",Data Analyst,66,89,77,"{""v"": 0}",300,95.77,68.89,Employed,SVQ=,23687,SGlnaA==
21161,43,Diploma,"{""v"": 0.3}",System Admin,Val_52,Val_64,NULL,,452-457,5.09,Val_65.27,Employed,SGVhbHRoY2FyZQ==,102931,NULL
21162,47,Master,"{""v"": 0.3}",ML Engineer,96,nan,Val_96,0,239,50.95,nan,Employed,Healthcare,109953,MISSING
21163,26,?,2.6,tsylanA ytirucesrebyC,53,Val_43,Val_51,NULL,89,76.95,8.06,Student,gnirutcafunaM,nan,nan
21164,49-54,SGlnaCBTY2hvb2w=,"{""v"": 2.0}",Business Analyst,71-76,"{""v"": 94}",44,6,222-227,18.06,32.53,MISSING,nan,83464 USD,TG93
21165,NULL,SGlnaCBTY2hvb2w=,8.4,Cloud Engineer,77-82,85,86,3,?,Val_27.92,"{""v"": 90.4}",RW1wbG95ZWQ=,Manufacturing,118741,muideM
21166,39,TWFzdGVy,0.7,System Admin,64,86,80,nan,229,88.98,MISSING,Student,Manufacturing,$81899,?
21167,NULL,Master,0.1,Software Engineer,93,56-61,57,1-6,379,MISSING,17.21-22.21,NULL,Healthcare,47320,Low
21168,nan,PhD,0.3,System Admin,MISSING,MISSING,80,2,?,Val_35.12,38.38,Unemployed,,71008,TG93
21169,"{""v"": 35}",?,2.0-7.0,Cloud Engineer,92,76,MISSING,"{""v"": 4}",MISSING,47.54-52.54,44.18-49.18,Employed,SVQ=,69490,?
0x52b2,36,?,4.7,Cybersecurity Analyst,46-51,Val_87,?,0,444,4.03,47.43,Employed,Healthcare,29402,Medium
21171,35,UGhE,"{""v"": 3.5}",reenignE erawtfoS,50,50,68,Val_7,334,53.76,74.08,MISSING,Education,MISSING,Low
0x52b4,?,Master,4.2,,nan,"{""v"": 92}",66,"{""v"": 6}",98-103,Val_1.37,?,VW5lbXBsb3llZA==,,65749 USD,TG93
21173,NULL,QmFjaGVsb3I=,Val_4.9,Cybersecurity Analyst,85,59,61,nan,Val_36,45.83-50.83,40.8,,Healthcare,23702,MISSING
21174,nan,PhD,,Cloud Engineer,64,,70-75,"{""v"": 6}",NULL,39.6,57.37,Student,Healthcare,44624,Low
21175,21,Master,12.0,Data Analyst,nan,?,Val_70,2,21-26,93.04,79.41,MISSING,Education,22384,Low
21176,44,rolehcaB,?,,88,"{""v"": 75}",64,Val_7,?,27.01,?,U3R1ZGVudA==,Healthcare,$34161,Medium
21177,22,DhP,1.0,Data Analyst,,92-97,40,2,277,69.43-74.43,60.25,Student,noitacudE,119685,Medium
21178,23,SGlnaCBTY2hvb2w=,5.2,?,?,MISSING,MISSING,3,?,40.75-45.75,80.69,U3R1ZGVudA==,Education,57355 USD,Medium
0x52bb,"{""v"": 30}",Master,18.1,ML Engineer,47-52,"{""v"": 84}",90,"{""v"": 5}",Val_148,NULL,81.05,,TWFudWZhY3R1cmluZw==,145136,TWVkaXVt
21180,40,High School,0.8-5.8,RGF0YSBBbmFseXN0,68,89,84,2,nan,Val_88.98,"{""v"": 92.96}",VW5lbXBsb3llZA==,liateR,?,High
0x52bd,,PhD,MISSING,Cloud Engineer,99,69-74,60,,Val_493,90.28,nan,nan,NULL,119244,TG93
21182,"{""v"": 42}",Bachelor,1.4,NULL,99-104,MISSING,95,4,26-31,"{""v"": 52.79}",NULL,VW5lbXBsb3llZA==,NULL,76367,Medium
21183,21-26,retsaM,?,Data Analyst,68,?,51,NULL,Val_343,nan,nan,Employed,nan,111237,High
0x52c0,"{""v"": 49}",Bachelor,NULL,Cloud Engineer,50,62,46,nan,488,18.02,90.68,?,Finance,$102214,Low
21185,"{""v"": 32}",MISSING,,QnVzaW5lc3MgQW5hbHlzdA==,64,60,61,1,274,58.24,80.22,Student,noitacudE,?,TWVkaXVt
21186,43,Master,"{""v"": 3.7}",Cybersecurity Analyst,77-82,74,"{""v"": 93}",2,319,79.75,Val_90.38,Employed,RWR1Y2F0aW9u,125167,Medium
21187,59,SGlnaCBTY2hvb2w=,,Business Analyst,64-69,Val_46,77,"{""v"": 5}","{""v"": 186}",90.9,16.39,,Education,100194,Medium
21188,28,SGlnaCBTY2hvb2w=,Val_12.8,ML Engineer,78-83,85,62,4,30-35,60.82,3.24,U3R1ZGVudA==,erachtlaeH,$83506,?
21189,Val_26,QmFjaGVsb3I=,"{""v"": 3.8}",Cloud Engineer,99,?,40,"{""v"": 4}",MISSING,37.4-42.4,,Student,,88239,
21190,28,UGhE,6.7-11.7,Q3liZXJzZWN1cml0eSBBbmFseXN0,NULL,MISSING,83,3,,,Val_39.49,deyolpmenU,TI,26137,Medium
21191,"{""v"": 19}",nan,1.1,NULL,,85,,"{""v"": 1}",340,79.85,0.81,Unemployed,Education,35590,High
21192,44,High School,nan,U29mdHdhcmUgRW5naW5lZXI=,43,?,70,nan,490,"{""v"": 99.14}",31.05,RW1wbG95ZWQ=,RmluYW5jZQ==,nan,MISSING
21193,MISSING,RGlwbG9tYQ==,NULL,reenignE erawtfoS,87,?,87,6-11,485,49.33,?,Unemployed,?,115604 USD,Medium
21194,Val_25,QmFjaGVsb3I=,"{""v"": 1.9}",Cybersecurity Analyst,90-95,41,84,6,Val_113,96.2,nan,Unemployed,Finance,45790 USD,TWVkaXVt
21195,38,,1.2,Cloud Engineer,"{""v"": 75}",NULL,50,7,87,75.16,10.21,Student,SVQ=,$148339,?
21196,NULL,RGlwbG9tYQ==,?,QnVzaW5lc3MgQW5hbHlzdA==,71,62-67,98,MISSING,241,83.47,18.21,Unemployed,NULL,100424,hgiH
21197,25,Bachelor,1.6,Q2xvdWQgRW5naW5lZXI=,nan,"{""v"": 56}",41,Val_2,273,Val_5.95,45.02,Student,,MISSING,
21198,18,MISSING,"{""v"": 1.6}",Cybersecurity Analyst,88,Val_59,50,MISSING,NULL,55.09,83.58,,,31108,High
21199,Val_55,PhD,nan,System Admin,91,42,97,3,,30.96,95.2,Unemployed,UmV0YWls,133349,?
21200,30,Bachelor,3.5-8.5,System Admin,62,"{""v"": 69}",80,5,249,56.59,5.19,nan,RmluYW5jZQ==,25500 USD,High
21201,26-31,High School,MISSING,ML Engineer,nan,Val_92,58,MISSING,10,Val_21.2,8.87,Student,IT,58438 USD,TWVkaXVt
21202,45,NULL,11.5,Data Analyst,67,72,NULL,0,223,77.04-82.04,21.59,U3R1ZGVudA==,,136917,Low
0x52d3,23,RGlwbG9tYQ==,8.1,Cybersecurity Analyst,89,?,68,5,82,,71.73,U3R1ZGVudA==,noitacudE,56147,?
21204,40,TWFzdGVy,12.1,U3lzdGVtIEFkbWlu,"{""v"": 53}","{""v"": 71}",69,0,376,26.01,32.29-37.29,nan,SGVhbHRoY2FyZQ==,95638,SGlnaA==
21205,53,Diploma,10.3,Business Analyst,59,"{""v"": 87}",42,6,NULL,34.36,Val_5.58,RW1wbG95ZWQ=,Education,NULL,
21206,MISSING,High School,2.2,ML Engineer,?,nan,54,4,86,70.58,nan,U3R1ZGVudA==,ecnaniF,MISSING,?
21207,26,nan,MISSING,Data Analyst,60,77,Val_67,,158,75.86-80.86,NULL,Student,Manufacturing,$53033,High
21208,Val_29,TWFzdGVy,MISSING,Q3liZXJzZWN1cml0eSBBbmFseXN0,,90-95,84,Val_0,434,74.32,0.29,VW5lbXBsb3llZA==,IT,111903,TWVkaXVt
0x52d9,?,PhD,"{""v"": 1.5}",System Admin,64,"{""v"": 99}",61,7,Val_466,89.75,"{""v"": 75.91}",VW5lbXBsb3llZA==,Retail,21276,
21210,29,MISSING,"{""v"": 2.2}",Software Engineer,67,59,57,3,375,"{""v"": 46.53}","{""v"": 36.65}",Employed,IT,124593,Medium
0x52db,23,SGlnaCBTY2hvb2w=,4.2,TUwgRW5naW5lZXI=,"{""v"": 73}",92,62,3,"{""v"": 377}",nan,66.49,Student,nan,144610,Low
21212,,Master,9.3-14.3,System Admin,MISSING,MISSING,42-47,NULL,437,35.15,33.54,Student,,127283,TG93
21213,Val_54,retsaM,0.1,Cloud Engineer,nan,61,?,"{""v"": 1}","{""v"": 244}",61.43,nan,Unemployed,UmV0YWls,42949 USD,Low
21214,20-25,High School,2.9,,"{""v"": 55}",NULL,MISSING,4,nan,MISSING,,Student,nan,54794 USD,MISSING
0x52df,Val_51,TWFzdGVy,,MISSING,96-101,MISSING,72,0,434,"{""v"": 58.4}",17.08,RW1wbG95ZWQ=,Finance,39731,Medium
0x52e0,,?,1.7,System Admin,Val_90,44,64,7,"{""v"": 473}",Val_81.83,"{""v"": 30.45}",nan,SVQ=,47568,nan
21217,27,Diploma,2.6,?,Val_46,93,58,4,Val_326,Val_25.34,77.67,RW1wbG95ZWQ=,UmV0YWls,MISSING,Medium
0x52e2,58-63,,3.1-8.1,RGF0YSBBbmFseXN0,Val_41,71,MISSING,"{""v"": 7}",325,16.95,49.36,?,,27476,TWVkaXVt
21219,59,SGlnaCBTY2hvb2w=,MISSING,QnVzaW5lc3MgQW5hbHlzdA==,NULL,?,"{""v"": 94}","{""v"": 2}",424,99.22-104.22,7.84,deyolpmE,erachtlaeH,20823,High
21220,26,nan,6.6,System Admin,"{""v"": 40}",63,"{""v"": 53}",2,237,54.21,17.86,Student,Healthcare,116011,?
21221,31,MISSING,1.9,Business Analyst,90,nan,83,1,99-104,"{""v"": 42.05}","{""v"": 17.42}",Employed,UmV0YWls,23859,muideM
21222,54,loohcS hgiH,2.3,ML Engineer,"{""v"": 60}",77,84-89,5,391-396,37.73,"{""v"": 57.13}",Employed,UmV0YWls,127779,SGlnaA==
0x52e7,MISSING,Diploma,1.5,reenignE erawtfoS,61,65,96-101,2,351,Val_82.16,48.21,Student,RWR1Y2F0aW9u,118127 USD,TG93
21224,58,Bachelor,2.5,Data Analyst,45-50,46,MISSING,5,254,82.13,MISSING,tnedutS,Healthcare,$36909,TWVkaXVt
0x52e9,49,?,2.1,Data Analyst,70,63,49,5-10,59,Val_59.09,99.19,nan,Education,59444,MISSING
0x52ea,21,Diploma,Val_5.5,?,45,96,57,2,331,52.11,26.51,Employed,erachtlaeH,53331,MISSING
0x52eb,,Diploma,0.7,?,72,Val_91,70,nan,254-259,"{""v"": 83.68}",MISSING,Employed,IT,46501,woL
0x52ec,"{""v"": 50}",Master,0.1,RGF0YSBBbmFseXN0,"{""v"": 42}",76,nan,4,184,66.92,29.72,Unemployed,UmV0YWls,148147,SGlnaA==
0x52ed,38,Bachelor,0.1,ML Engineer,42,"{""v"": 60}",52,6,Val_164,Val_10.05,37.31,NULL,MISSING,50071 USD,TWVkaXVt
0x52ee,18,PhD,NULL,Cybersecurity Analyst,40,52,?,6,427,69.0,Val_30.48,Employed,RmluYW5jZQ==,140877 USD,High
0x52ef,28,TWFzdGVy,"{""v"": 1.4}",Software Engineer,45,42,,2,90,nan,12.83,Student,RWR1Y2F0aW9u,$114324,Medium
21232,"{""v"": 18}",Master,6.6,,Val_65,62,89,2-7,159,"{""v"": 87.54}",96.24,U3R1ZGVudA==,Retail,80040,Low
21233,28,QmFjaGVsb3I=,Val_6.4,U29mdHdhcmUgRW5naW5lZXI=,51,82,86,0,NULL,17.14,"{""v"": 77.48}",Unemployed,Education,$124093,TG93
0x52f2,24,MISSING,"{""v"": 9.0}",Q3liZXJzZWN1cml0eSBBbmFseXN0,NULL,"{""v"": 62}",,7,NULL,64.16,78.2,U3R1ZGVudA==,Healthcare,,SGlnaA==
0x52f3,Val_19,Bachelor,NULL,reenignE duolC,70,69,64,Val_5,159,44.57,Val_0.2,?,Education,25793,nan
21236,,NULL,5.2,TUwgRW5naW5lZXI=,"{""v"": 88}","{""v"": 63}",92,7,?,?,47.7,Student,Manufacturing,MISSING,NULL
21237,25,RGlwbG9tYQ==,2.3,,79,MISSING,47,4-9,383,MISSING,Val_48.43,Student,gnirutcafunaM,94482,TG93
21238,,amolpiD,?,Cloud Engineer,40,,"{""v"": 99}",6,494,4.69,12.42,NULL,?,64232,Low
0x52f7,57,RGlwbG9tYQ==,?,Cloud Engineer,77,49-54,79-84,5,5,86.06,?,VW5lbXBsb3llZA==,?,80764,nan
21240,"{""v"": 59}",Bachelor,11.7-16.7,Cloud Engineer,65-70,74,94,?,492,NULL,18.14,RW1wbG95ZWQ=,Finance,$54679,muideM
21241,52,Master,3.1,Q2xvdWQgRW5naW5lZXI=,97,"{""v"": 64}","{""v"": 98}",,155,26.9,Val_92.22,VW5lbXBsb3llZA==,?,48115 USD,Medium
21242,Val_58,Bachelor,4.7,System Admin,78,50,96,3-8,NULL,55.91,Val_13.81,,Healthcare,64972,TG93
21243,58,QmFjaGVsb3I=,NULL,TUwgRW5naW5lZXI=,81,45,MISSING,0-5,385,44.17,25.68,Student,UmV0YWls,$46575,Low
21244,38,TWFzdGVy,2.1,ML Engineer,MISSING,43,?,0,MISSING,71.06,16.71,VW5lbXBsb3llZA==,Healthcare,60629,Low
21245,55,UGhE,9.2,TUwgRW5naW5lZXI=,nan,40,95,"{""v"": 3}",Val_94,nan,67.16,U3R1ZGVudA==,SGVhbHRoY2FyZQ==,74959,TG93
0x52fe,Val_25,SGlnaCBTY2hvb2w=,MISSING,Q3liZXJzZWN1cml0eSBBbmFseXN0,?,NULL,41,0,446,86.25,Val_65.47,RW1wbG95ZWQ=,Finance,54130,TWVkaXVt
21247,49,PhD,10.3,ML Engineer,55,Val_62,MISSING,3,409,7.8,nan,Unemployed,gnirutcafunaM,?,TG93
0x5300,25-30,Bachelor,3.3,Business Analyst,,85,50,4,?,67.68,31.7,Student,Retail,104291 USD,Low
21249,27,Diploma,3.8,U29mdHdhcmUgRW5naW5lZXI=,,?,85-90,4-9,?,85.53,20.01,Unemployed,Manufacturing,137535,Low
21250,40,,7.1,Cloud Engineer,Val_81,NULL,"{""v"": 51}",1,308,80.96,87.27,Employed,Manufacturing,50739,hgiH
0x5303,21,TWFzdGVy,"{""v"": 10.7}",Q3liZXJzZWN1cml0eSBBbmFseXN0,74,98,79,nan,258,?,,Employed,Manufacturing,76771 USD,woL
0x5304,55,QmFjaGVsb3I=,,System Admin,68,Val_48,MISSING,Val_2,?,44.63,MISSING,,,100321,Low
21253,nan,MISSING,,Software Engineer,52,94,50-55,nan,Val_267,39.42,,Student,RmluYW5jZQ==,90327,?
21254,58,NULL,NULL,TUwgRW5naW5lZXI=,Val_91,99,55,6,48,71.35,46.7,Student,RmluYW5jZQ==,nan,?
21255,40,SGlnaCBTY2hvb2w=,0.1,Software Engineer,nan,nan,Val_46,7,Val_315,nan,86.43,Student,IT,119820 USD,Low
21256,22-27,retsaM,0.9,QnVzaW5lc3MgQW5hbHlzdA==,48,73,nan,6,46,89.45,"{""v"": 70.18}",,RmluYW5jZQ==,108670,MISSING
